#Results from SampleExperiment.cpp.  First line is means,second line is standard deviations.
-1.00,-1.00,-1.00,99.20,199.40,299.60,199.40,199.40,249.50,249.50,199.40,249.50,199.40,149.30,249.50,299.60,299.60,299.60,199.40,249.50,249.50,
0.00,0.00,0.00,211.24,258.72,258.72,258.72,258.72,264.05,264.05,258.72,264.05,258.72,242.01,264.05,258.72,258.72,258.72,258.72,264.05,264.05,
