#Results from SampleExperiment.cpp.  First line is means,second line is standard deviations.
-73.40,-52.10,-33.60,-31.70,-11.60,-0.70,-14.70,-26.30,-10.30,-7.60,-13.10,-34.10,-43.90,-10.00,-12.90,-5.20,0.50,-14.90,-21.00,-11.40,-1.10,
57.02,120.39,53.98,57.58,24.18,3.20,28.68,54.85,31.99,13.38,26.64,68.58,83.74,24.14,35.55,19.61,1.27,25.31,54.60,38.86,4.48,
